"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"TDY","Teledyne Technologies Incorporated","298.45","$10.94B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/tdy",
"TFX","Teleflex Incorporated","368.15","$17.09B","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/tfx",
"VIV","Telefonica Brasil S.A.","8.93","$15.08B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/viv",
"TEF","Telefonica SA","4.78","$24.45B","1988","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tef",
"TNAV","Telenav, Inc.","5.47","$258.66M","2010","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/tnav",
"TDA","Telephone and Data Systems, Inc.","23.792","n/a","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tda",
"TDE","Telephone and Data Systems, Inc.","24.9","n/a","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tde",
"TDI","Telephone and Data Systems, Inc.","24.99","n/a","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tdi",
"TDJ","Telephone and Data Systems, Inc.","24.72","n/a","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tdj",
"TDS","Telephone and Data Systems, Inc.","19.97","$2.29B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tds",
"TLGT","Teligent, Inc.","2.585","$13.92M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tlgt",
"TELL","Tellurian Inc.","1.1","$294.56M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/tell",
"TU","TELUS Corporation","16.7","$21.24B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tu",
"TDF","Templeton Dragon Fund, Inc.","20.95","$708.2M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tdf",
"EMF","Templeton Emerging Markets Fund","14.02","$232.03M","1987","n/a","n/a","https://old.nasdaq.com/symbol/emf",
"TEI","Templeton Emerging Markets Income Fund, Inc.","7.82","$375.35M","1993","n/a","n/a","https://old.nasdaq.com/symbol/tei",
"GIM","Templeton Global Income Fund, Inc.","5.4","$724.38M","1988","n/a","n/a","https://old.nasdaq.com/symbol/gim",
"TPX","Tempur Sealy International, Inc.","71.03","$3.66B","2003","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/tpx",
"TENB","Tenable Holdings, Inc.","29.57","$2.96B","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/tenb",
"TS","Tenaris S.A.","12.95","$7.64B","n/a","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/ts",
"TENX","Tenax Therapeutics, Inc.","0.9027","$8.32M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/tenx",
"TME","Tencent Music Entertainment Group","14.15","$23.74B","2018","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/tme",
"THC","Tenet Healthcare Corporation","18.21","$1.91B","n/a","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/thc",
"TGC","Tengasco, Inc.","0.5","$5.34M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/tgc",
"TNC","Tennant Company","64.77","$1.19B","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/tnc",
"TEN","Tenneco Inc.","7.35","$597.26M","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/ten",
"TVC","Tennessee Valley Authority","25.5","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/tvc",
"TVE","Tennessee Valley Authority","25.63","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/tve",
"TZAC","Tenzing Acquisition Corp.","10.75","$82.44M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/tzac",
"TZACU","Tenzing Acquisition Corp.","10.44","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/tzacu",
"TZACW","Tenzing Acquisition Corp.","0.4977","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/tzacw",
"TDC","Teradata Corporation","20.8","$2.26B","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/tdc",
"TER","Teradyne, Inc.","84.58","$14.02B","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/ter",
"TEX","Terex Corporation","18.21","$1.26B","n/a","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/tex",
"TX","Ternium S.A.","15.26","$3B","n/a","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/tx",
"TERP","TerraForm Power, Inc.","19.12","$4.33B","2014","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/terp",
"TRNO","Terreno Realty Corporation","54.18","$3.67B","2010","Finance","Real Estate","https://old.nasdaq.com/symbol/trno",
"TBNK","Territorial Bancorp Inc.","22.59","$214.48M","2009","Finance","Savings Institutions","https://old.nasdaq.com/symbol/tbnk",
"TSLA","Tesla, Inc. ","1208.66","$224.18B","2010","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/tsla",
"TESS","TESSCO Technologies Incorporated","5.34","$46.15M","1994","Technology","Electronic Components","https://old.nasdaq.com/symbol/tess",
"TTEK","Tetra Tech, Inc.","80.03","$4.32B","1991","Consumer Services","Military/Government/Technical","https://old.nasdaq.com/symbol/ttek",
"TTI","Tetra Technologies, Inc.","0.57","$71.76M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/tti",
"TTPH","Tetraphase Pharmaceuticals, Inc.","2.46","$17.97M","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ttph",
"TEVA","Teva Pharmaceutical Industries Limited","11.35","$12.43B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/teva",
"TCBI","Texas Capital Bancshares, Inc.","28.68","$1.45B","2003","Finance","Major Banks","https://old.nasdaq.com/symbol/tcbi",
"TCBIL","Texas Capital Bancshares, Inc.","25.4","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/tcbil",
"TCBIP","Texas Capital Bancshares, Inc.","24.66","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/tcbip",
"TXN","Texas Instruments Incorporated","125.81","$115.46B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/txn",
"TPL","Texas Pacific Land Trust","577.39","$4.48B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/tpl",
"TXRH","Texas Roadhouse, Inc.","50.25","$3.48B","2004","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/txrh",
"TGH","Textainer Group Holdings Limited","7.99","$438.61M","2007","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/tgh",
"TXT","Textron Inc.","32.45","$7.38B","n/a","Capital Goods","Aerospace","https://old.nasdaq.com/symbol/txt",
"TFFP","TFF Pharmaceuticals, Inc.","6.19","$115.58M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tffp",
"TFII","TFI International Inc.","36.44","$3.17B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tfii",
"TFSL","TFS Financial Corporation","14.04","$3.93B","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/tfsl",
"TGTX","TG Therapeutics, Inc.","20.09","$2.3B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tgtx",
"AES","The AES Corporation","14.48","$9.63B","n/a","Basic Industries","Electric Utilities: Central","https://old.nasdaq.com/symbol/aes",
"WTER","The Alkaline Water Company Inc.","1.66","$98.95M","n/a","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/wter",
"ANDE","The Andersons, Inc.","13.54","$445.47M","n/a","Consumer Services","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/ande",
"AZEK","The AZEK Company Inc.","32.6","$4.7B","2020","Consumer Non-Durables","Plastic Products","https://old.nasdaq.com/symbol/azek",
"TBBK","The Bancorp, Inc.","9.13","$525.48M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/tbbk",
"BK","The Bank Of New York Mellon Corporation ","37.94","$33.59B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bk",
"BK^C","The Bank Of New York Mellon Corporation ","25.4","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bk^c",
"BPRN","The Bank of Princeton","19.69","$133.32M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bprn",
"BX","The Blackstone Group Inc.","55.39","$66.2B","2007","Finance","Investment Managers","https://old.nasdaq.com/symbol/bx",
"CG","The Carlyle Group Inc.","27.97","$9.75B","2012","Finance","Investment Managers","https://old.nasdaq.com/symbol/cg",
"CEE","The Central and Eastern Europe Fund, Inc.","21.1","$141.5M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cee",
"SCHW","The Charles Schwab Corporation","33.39","$42.99B","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/schw",
"SCHW^C","The Charles Schwab Corporation","25.475","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/schw^c",
"SCHW^D","The Charles Schwab Corporation","25.97","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/schw^d",
"CAKE","The Cheesecake Factory Incorporated","21.56","$980.16M","1992","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/cake",
"CHEF","The Chefs&#39; Warehouse, Inc.","13.61","$500.86M","2011","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/chef",
"TCFC","The Community Financial Corporation","24.29","$143.6M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/tcfc",
"COO","The Cooper Companies, Inc. ","290.07","$15.47B","n/a","Health Care","Ophthalmic Goods","https://old.nasdaq.com/symbol/coo",
"DSGX","The Descartes Systems Group Inc.","54.13","$4.56B","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/dsgx",
"DXYN","The Dixie Group, Inc.","1.01","$15.97M","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/dxyn",
"ENSG","The Ensign Group, Inc.","42.43","$2.28B","2007","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/ensg",
"XONE","The ExOne Company","8.94","$147.74M","2013","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/xone",
"FBMS","The First Bancshares, Inc.","21.54","$460.93M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fbms",
"FLIC","The First of Long Island Corporation","15.47","$368.89M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/flic",
"GDV","The Gabelli Dividend & Income Trust","17.69","$1.6B","2003","n/a","n/a","https://old.nasdaq.com/symbol/gdv",
"GDV^A","The Gabelli Dividend & Income Trust","25.985","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gdv^a",
"GDV^G","The Gabelli Dividend & Income Trust","25.67","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gdv^g",
"GDV^H","The Gabelli Dividend & Income Trust","26.41","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gdv^h",
"GLU","The Gabelli Global Utility and Income Trust","15.87","$85.21M","2004","n/a","n/a","https://old.nasdaq.com/symbol/glu",
"GLU^A","The Gabelli Global Utility and Income Trust","47.97","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/glu^a",
"GLU^B","The Gabelli Global Utility and Income Trust","51.2","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/glu^b",
"GGO","The Gabelli Go Anywhere Trust","9.67","$14.99M","2016","n/a","n/a","https://old.nasdaq.com/symbol/ggo",
"GGO^A","The Gabelli Go Anywhere Trust","40.843","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ggo^a",
"GRX","The Gabelli Healthcare & Wellness Trust","10.09","$183.14M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/grx",
"GRX^B","The Gabelli Healthcare & Wellness Trust","26.1","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/grx^b",
"GDL","The GDL Fund","8.25","$127.62M","2007","n/a","n/a","https://old.nasdaq.com/symbol/gdl",
"GDL^C","The GDL Fund","51","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gdl^c",
"GT","The Goodyear Tire & Rubber Company","8.84","$2.06B","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/gt",
"HCKT","The Hackett Group, Inc.","13.38","$401.08M","n/a","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/hckt",
"HAIN","The Hain Celestial Group, Inc.","31.35","$3.2B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/hain",
"THG","The Hanover Insurance Group, Inc.","98.71","$3.75B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/thg",
"THGA","The Hanover Insurance Group, Inc.","25.5","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/thga",
"CUBA","The Herzfeld Caribbean Basin Fund, Inc.","3.67","$22.51M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cuba",
"INTG","The Intergroup Corporation","25.56","$58.51M","n/a","Consumer Services","Building operators","https://old.nasdaq.com/symbol/intg",
"JYNT","The Joint Corp.","14.83","$206.77M","2014","Miscellaneous","Multi-Sector Companies","https://old.nasdaq.com/symbol/jynt",
"KHC","The Kraft Heinz Company","31.81","$38.87B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/khc",
"OLD","The Long-Term Care ETF","23.77","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/old",
"LOVE","The Lovesac Company","26.65","$386.98M","2018","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/love",
"MEET","The Meet Group, Inc.","6.23","$447.34M","n/a","Consumer Services","Advertising","https://old.nasdaq.com/symbol/meet",
"MIK","The Michaels Companies, Inc.","6.85","$1.01B","2014","Consumer Services","Recreational Products/Toys","https://old.nasdaq.com/symbol/mik",
"MIDD","The Middleby Corporation","74.98","$4.17B","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/midd",
"ODP","The ODP Corporation","21.89","$1.15B","n/a","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/odp",
"STKS","The ONE Group Hospitality, Inc.","1.53","$44.11M","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/stks",
"PECK","The Peck Company Holdings, Inc.","4.03","$21.35M","2016","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/peck",
"PNTG","The Pennant Group, Inc.","22.88","$638.55M","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/pntg",
"PRSC","The Providence Service Corporation","79.42","$1.09B","2003","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/prsc",
"REAL","The RealReal, Inc.","14.06","$1.22B","2019","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/real",
"RMR","The RMR Group Inc.","28.41","$889.64M","n/a","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/rmr",
"SHYF","The Shyft Group, Inc.","17.27","$607.27M","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/shyf",
"SMPL","The Simply Good Foods Company","20.2","$1.93B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/smpl",
"TTD","The Trade Desk, Inc.","442.93","$20.4B","2016","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/ttd",
"TRV","The Travelers Companies, Inc.","112.46","$28.43B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/trv",
"YORW","The York Water Company","48.87","$636.55M","n/a","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/yorw",
"NCTY","The9 Limited","0.7942","$49.44M","2004","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/ncty",
"TXMD","TherapeuticsMD, Inc.","1.39","$377.64M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/txmd",
"THTX","Theratechnologies Inc.","1.97","$151.72M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/thtx",
"TBPH","Theravance Biopharma, Inc.","20.52","$1.29B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tbph",
"TMO","Thermo Fisher Scientific Inc","365.89","$144.51B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/tmo",
"THMO","ThermoGenesis Holdings, Inc.","5.49","$34.94M","n/a","Capital Goods","Medical Specialities","https://old.nasdaq.com/symbol/thmo",
"THR","Thermon Group Holdings, Inc.","14.32","$472.62M","2011","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/thr",
"TPRE","Third Point Reinsurance Ltd.","7.34","$696.43M","2013","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/tpre",
"TCRD","THL Credit, Inc.","3.28","$115.78M","2010","n/a","n/a","https://old.nasdaq.com/symbol/tcrd",
"TCRW","THL Credit, Inc.","23.8","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/tcrw",
"TCRZ","THL Credit, Inc.","24.45","n/a","2015","n/a","n/a","https://old.nasdaq.com/symbol/tcrz",
"TRI","Thomson Reuters Corp","67.48","$33.45B","n/a","Consumer Services","Publishing","https://old.nasdaq.com/symbol/tri",
"THO","Thor Industries, Inc.","106.4","$5.87B","n/a","Consumer Non-Durables","Homebuilding","https://old.nasdaq.com/symbol/tho",
"THBR","Thunder Bridge Acquisition II, Ltd.","10.1499","$437.71M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/thbr",
"THBRU","Thunder Bridge Acquisition II, Ltd.","10.8","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/thbru",
"THBRW","Thunder Bridge Acquisition II, Ltd.","1.54","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/thbrw",
"TDW","Tidewater Inc.","5.45","$219.76M","2017","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/tdw",
"TDW.WS","Tidewater Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tdw.ws",
"TDW.WS.A","Tidewater Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tdw.ws.a",
"TDW.WS.B","Tidewater Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tdw.ws.b",
"TIF","Tiffany & Co.","122.22","$14.83B","1987","Consumer Services","Consumer Specialties","https://old.nasdaq.com/symbol/tif",
"TLYS","Tilly&#39;s, Inc.","5.41","$161.11M","2012","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/tlys",
"TLRY","Tilray, Inc.","6.96","$869.04M","2018","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/tlry",
"TSU","TIM Participacoes S.A.","13.46","$6.52B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tsu",
"TMBR","Timber Pharmaceuticals, Inc.","2.17","$25.71M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tmbr",
"TSBK","Timberland Bancorp, Inc.","18.2","$151.23M","n/a","Finance","Banks","https://old.nasdaq.com/symbol/tsbk",
"TKR","Timken Company (The)","44.95","$3.37B","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/tkr",
"TMST","TimkenSteel Corporation","3.77","$169.52M","2014","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/tmst",
"TIPT","Tiptree Inc.","6.39","$219.31M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/tipt",
"TWI","Titan International, Inc.","1.36","$82.42M","n/a","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/twi",
"TITN","Titan Machinery Inc.","10.47","$233.63M","2007","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/titn",
"TMDI","Titan Medical Inc.","0.8939","$66M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/tmdi",
"TTNP","Titan Pharmaceuticals, Inc.","0.2994","$28.64M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/ttnp",
"TVTY","Tivity Health, Inc.","11.25","$545.47M","n/a","Health Care","Misc Health and Biotechnology Services","https://old.nasdaq.com/symbol/tvty",
"TLSA","Tiziana Life Sciences plc","6.51","$216.66M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tlsa",
"TJX","TJX Companies, Inc. (The)","51.75","$61.99B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/tjx",
"TMUS","T-Mobile US, Inc.","106.01","$131.33B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tmus",
"TMUSR","T-Mobile US, Inc.","0.186","n/a","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tmusr",
"TOL","Toll Brothers, Inc.","31.61","$3.97B","n/a","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/tol",
"TMP","Tompkins Financial Corporation","61.95","$923.51M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/tmp",
"TNXP","Tonix Pharmaceuticals Holding Corp.","0.5985","$32.64M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tnxp",
"TR","Tootsie Roll Industries, Inc.","34.37","$2.29B","n/a","Consumer Non-Durables","Specialty Foods","https://old.nasdaq.com/symbol/tr",
"TOPS","TOP Ships Inc.","0.1324","$88.77M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/tops",
"BLD","TopBuild Corp.","111.74","$3.72B","2015","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/bld",
"TRCH","Torchlight Energy Resources, Inc.","0.3499","$32.96M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/trch",
"TRMD","TORM plc","6.65","$494.32M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/trmd",
"TTC","Toro Company (The)","66.82","$7.16B","n/a","Capital Goods","Tools/Hardware","https://old.nasdaq.com/symbol/ttc",
"TD","Toronto Dominion Bank (The)","44.65","$80.52B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/td",
"SHLL","Tortoise Acquisition Corp.","27.07","$788.44M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/shll",
"SHLL.U","Tortoise Acquisition Corp.","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/shll.u",
"SHLL.WS","Tortoise Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/shll.ws",
"NDP","Tortoise Energy Independence Fund, Inc.","11.57","$21.36M","2012","n/a","n/a","https://old.nasdaq.com/symbol/ndp",
"TYG","Tortoise Energy Infrastructure Corporation","15.91","$213.72M","2004","n/a","n/a","https://old.nasdaq.com/symbol/tyg",
"TEAF","Tortoise Essential Assets Income Term Fund","11.29","$152.31M","2019","n/a","n/a","https://old.nasdaq.com/symbol/teaf",
"NTG","Tortoise Midstream Energy Fund, Inc.","16.73","$105.75M","2010","n/a","n/a","https://old.nasdaq.com/symbol/ntg",
"TTP","Tortoise Pipeline & Energy Fund, Inc.","13.97","$34.98M","2011","n/a","n/a","https://old.nasdaq.com/symbol/ttp",
"TPZ","Tortoise Power and Energy Infrastructure Fund, Inc","9.02","$62.7M","2009","n/a","n/a","https://old.nasdaq.com/symbol/tpz",
"TOT","Total S.A.","38.97","$100.79B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/tot",
"TOTA","Tottenham Acquisition I Limited","10.79","$40.04M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/tota",
"TOTAR","Tottenham Acquisition I Limited","0.29","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/totar",
"TOTAU","Tottenham Acquisition I Limited","10.5","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/totau",
"TOTAW","Tottenham Acquisition I Limited","0.1998","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/totaw",
"TBLT","ToughBuilt Industries, Inc.","0.7808","$27.9M","2018","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/tblt",
"TBLTW","ToughBuilt Industries, Inc.","0.0525","n/a","2018","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/tbltw",
"TSEM","Tower Semiconductor Ltd.","19.16","$2.05B","1994","Technology","Semiconductors","https://old.nasdaq.com/symbol/tsem",
"CLUB","Town Sports International Holdings, Inc.","0.519","$15.42M","2006","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/club",
"TOWN","Towne Bank","17.92","$1.3B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/town",
"TSQ","Townsquare Media, Inc.","4.52","$85.78M","2014","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/tsq",
"TM","Toyota Motor Corp Ltd Ord","126.39","$174.81B","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/tm",
"TRTX","TPG RE Finance Trust, Inc.","7.95","$609.38M","2017","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/trtx",
"TPIC","TPI Composites, Inc.","24.4","$860.42M","2016","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/tpic",
"TCON","TRACON Pharmaceuticals, Inc.","1.93","$10.62M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/tcon",
"TSCO","Tractor Supply Company","132.45","$15.32B","1994","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/tsco",
"TW","Tradeweb Markets Inc.","58.29","$13.17B","2019","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/tw",
"TT","Trane Technologies plc","90.53","$21.66B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/tt",
"TWMC","Trans World Entertainment Corp.","6.8901","$12.58M","n/a","Consumer Services","Consumer Electronics/Video Chains","https://old.nasdaq.com/symbol/twmc",
"TACT","TransAct Technologies Incorporated","4.51","$34M","1996","Technology","Computer peripheral equipment","https://old.nasdaq.com/symbol/tact",
"TAC","TransAlta Corporation","6.13","$1.69B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/tac",
"TAT","Transatlantic Petroleum Ltd","0.2797","$17.54M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/tat",
"TRNS","Transcat, Inc.","25.27","$186.72M","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/trns",
"TCI","Transcontinental Realty Investors, Inc.","29.99","$261.45M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/tci",
"TDG","Transdigm Group Incorporated","442.33","$23.92B","2006","Capital Goods","Military/Government/Technical","https://old.nasdaq.com/symbol/tdg",
"TRXC","TransEnterix, Inc.","0.347","$19.75M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/trxc",
"TGA","TransGlobe Energy Corporation","0.6006","$43.57M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/tga",
"TBIO","Translate Bio, Inc.","17.86","$1.12B","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/tbio",
"TMDX","TransMedics Group, Inc.","17.42","$472.28M","2019","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/tmdx",
